0,1,2,3
Segment,"As of December 31,",,
,2023,2022,2021
NAFTA,"14,418","14,270","13,410"
Brazil,"22,042","19,644","19,450"
Europe,"62,073","61,305","60,525"
ACIS1,"21,450","52,725","58,438"
Mining,"4,473","4,626","4,426"
Other activities,"2,300","1,782","1,660"
Total,"126,756","154,352","157,909"
