0,1,2,3,4,5,6,7
,% of Ownership Interest,2023,,2022,,2021,
,,ROM Millions of Tonnes1,Product Millions of Tonnes,ROM Millions of Tonnes,Product Millions of Tonnes,ROM Millions of Tonnes,Product Millions of Tonnes
Karaganda - Kazakhstan,100.0,5.8,2.0,7.0,2.6,8.3,3.3
