0,1,2,3
Year expiring,Recognized,Unrecognized,Total
2024,"—
:unselected:",1,1
2025,"—
:unselected:",1,1
2026,"—
:unselected:",1,1
2027,"—
:unselected:",1,1
2028,"—
:unselected:",1,1
2028 - 2043,129,365,494
Total,129,370,499
