0,1,2,3,4,5
Unit,Country,Locations,ArcelorMittal Interest (%),Type of Mine,Product
Iron Ore,,,,,
AMMC,Canada,"Mt Wright, Fire Lake and Port Cartier, Qc",85.0,"Iron Ore Mine (open pit), pellet plant, railway and port",Concentrate and pellets
AML,Liberia,Yekepa,85.0,Iron Ore Mine (open pit),Fines
