0,1,2,3
Functional level,Target achievement threshold @ 80%,Target achievement @ 100%,Target achievement ≥ ceiling @ 120%
Executive Chairman and CEO,60% of base pay,120% of base pay,180% of base pay
CFO and Executive Officers,35% of base pay,70% of base pay,105% of base pay
