0,1,2,3,4
,NAFTA,Brazil,Europe,ACIS
GCGU weighted average pre-tax discount rate used in 2023 (in %),13.0,17.2,11.5,20.8
GCGU weighted average pre-tax discount rate used in 2022 (in %),13.3,18.7,10.6,18.4
