0,1,2,3,4,5
Unit,Country,Locations,ArcelorMittal Interest (%),Type of Mine,Product
ArcelorMittal Mexico (excluding Peña Colorada),Mexico,"Sonora, Sinaloa and Michoacán",100.0,Iron Ore Mine (open pit),"Concentrate, lump and fines"
ArcelorMittal Mexico Peña Colorada,Mexico,Minatitlán,50.0,Iron Ore Mine (open pit),Concentrate and pellets
