0,1,2,3,4,5
ACIS,Country,Locations,Crude Steel,Type of plant,Products
Unit,,,Production in 2023 (in million tonnes per year),,
ArcelorMittal Temirtau JSC 2,Kazakhstan,Temirtau,2.8,Integrated,"Flat, Long, Pipes and Tubes"
AMKR,Ukraine,Kryvyi Rih,1.0,Integrated,Long
"ArcelorMittal South Africa 3, 4,",South Africa,"Vanderbijlpark, Saldanha, Newcastle, Vereeniging, Pretoria",2.8,Integrated Mini- mill Downstream,"Flat, Long, Pipes and Tubes"
JSC ArcelorMittal Tubular Products Aktau,Kazakhstan,Aktau,n/a,Downstream,Pipes and Tubes
