0,1,2,3,4
,PSUs granted in 2023,PSUs granted in 2022,PSUs granted in 2021,PSUs granted in 2020
Executive Office,"141,973","141,564","109,143","148,422"
Term (in years),3,3,3,3
Vesting date1,"January 1, 2027","January 1, 2026","January 1, 2025","January 1, 2024"
