0,1,2,3,4,5
(Amounts in $ thousands except Long-term incentives information),"Year ended December 31,",,,,
,2023,2022,2021,2020,2019
Base salary1,"3,214","3,199","3,483","2,635","1,569"
Director fees,"1,658","1,676","1,784","1,706","1,554"
Short-term performance-related bonus1,—,"6,388","5,133",935,"3,198"
"Long-term incentives 1, 2","141,973","141,564","109,143","148,422","89,933"
