0,1,2,3,4
Vehicle,Date of vesting,Date of grant,Number of PSUs and RSUs granted to CFO and other Executive officers and outstanding,Number of shares acquired by CFO and other Executive officers
PSUs,"January 1, 2023 Performance approved by the ARCG Committee on March 16, 2023","December 16, 2019","77,800","77,800"
RSU,"May 7, 2023","May 7, 2021","22,500","22,500"
RSU,"December 14, 2023","December 14, 2020","44,200","44,200"
