0,1,2,3,4
,,"Year ended December 31,",,
,,2023,2022,2021
Earnings per common share (in U.S. dollar),,,,
Basic,,1.09,10.21,13.53
Diluted,,1.09,10.18,13.49
Weighted average common shares outstanding (in millions),11.3,,,
Basic,,842,911,"1,105"
Diluted,,845,914,"1,108"
