0,1,2
,"December 31,",
,2023,2022
Goodwill on acquisitions,"3,908","3,767"
"Concessions, patents and licenses",266,208
Customer relationships and trade marks,155,133
Emission rights,642,748
Other,131,47
Total,"5,102","4,903"
