0,1,2
,"As at December 31, 2023","As at December 31, 2022"
Lease liabilities,"1,146","1,056"
Right of-use assets:,,
"Land, buildings and improvements",944,854
"Machinery, equipment and others",400,356
Total right-of-use assets,"1,344","1,210"
