0,1,2,3
,"Year ended December 31,",,
,2023,2022,2021
Flat products,"38,647","44,776","41,895"
Long products,"14,124","17,486","18,118"
Tubular products,"2,160","2,683","2,233"
Mining products,"1,269","1,391","1,860"
Others,"12,075","13,508","12,465"
Total,"68,275","79,844","76,571"
