0,1,2
,"December 31,",
,2023,2022
Finished products,"5,372","5,906"
Production in process,"4,741","5,343"
Raw materials,"6,334","6,639"
"Manufacturing supplies, spare parts and other 1","2,312","2,199"
Total,"18,759","20,087"
