0,1,2,3
,"Year ended December 31,",,
,2023,2022,2021
Allowance - opening balance,190,206,136
Additions,178,19,87
Write backs / utilization,(13),(19),(18)
Foreign exchange and others,9,(16),1
Allowance - closing balance,364,190,206
