0,1,2,3,4,5
Unit,Country,Locations,ArcelorMittal Interest (%),Type of Mine,Product
Thakurani Iron Ore Mine,India,Odisha,60.0,Iron Ore Mine (open pit),Lump and fines
Ghoraburhani-Sagasahi,India,Odisha,60.0,Iron Ore Mine (open pit),Lump and fines
