0,1,2,3,4,5,6,7
,% of Ownership Interest,2023,,2022,,2021,
,,ROM Millions of Tonnes,Product Millions of Tonnes,ROM Millions of Tonnes,Product Millions of Tonnes,ROM Millions of Tonnes,Product Millions of Tonnes
ArcelorMittal Prijedor,51.0,,,,,,
At 100% basis,,1.7,1.2,1.7,1.3,1.8,1.6
At ownership interest (51%),,0.9,0.6,0.8,0.7,0.9,0.8
