0,1,2,3,4,5
Unit,Country,Locations,Capacity in 2023 (in million tonnes per year),Type of plant,Products
AMNS India,India,"Hazira, Gujarat",8.8 1,Integrated,Flat
Acciaierie d'Italia,Italy,"Taranto, Genova, Novi Ligure, Socova, Raconiggi, Salerno","7.8 1,2",Integrated and Downstream,"Flat, Pipes and Tubes"
AMNS Calvert,United States,Calvert,5.3 3,Steel processing,Steel finishing
VAMA,China,"Loudi, Hunan",2.04,Steel processing,Automotive steel finishing
