0,1,2,3,4,5
GRI 302-3,,,,,
,20235,2022,2021,2020,2019
Cars2,2.97,3.36,4.09,3.72,3.22
hereof aggregate plants3,1.17,1.31,1.59,,
hereof car plants4,1.80,2.06,2.28,-,
Vans,2.26,2.47,2.90,2.77,2.84
