0,1,2,3,4,5
,Year,Mean wage,Median wage,Mean bonus,Median bonus
Blue collars,2023,0.91,0.90,,
,2022,0.94,0.92,,
,2021,0.94,NA,,
White collars,2023,0.91,0.93,0.85,0.91
,2022,0.91,0.92,,
,2021,0.91,NA,,
Top Management,2023,0.95,0.96,0.85,0.92
,2022,0.89,0.90,,
,2021,NA,NA,,
Global gender wage ratio,2023,0.91,0.91,0.85,0.91
,2022,0.93,0.92,,
