0,1,2,3,4
VISION/AMBITION: Promote responsible water stewardship to strive for zero water withdrawal by water recycling in industrial activities OWNER: Chief Manufacturing Officer,,,,
STRATEGIC KPIS,COMMITMENT,,,RESULTS
Total water withdrawn normalized (m3/vehicle produced),Short-term (2025),Medium-term (2030),Long-term,2021 2022 2023
,3.5 m3/vehicle produced. 3.0 m3/vehicle produced,,2.0 m3/vehicle produced in water-stressed areas (2038) 1.0 m3/vehicle produced (2050),4.77 m3/vehicle 4.56 m3/vehicle 3.90 m3/vehicle produced produced produced
