0,1,2
,"Poissy, France
:unselected:",
"Auburn Hills, Mich, United States",":selected: Rüsselsheim, Germany","Hyderabad, India"
"Pernambuco, Brazil",":selected: Gliwice, Poland","Bengaluru, India"
