0,1,2
,Year,Total
"Number of Stellantis shares (at 13.27€, December 2022)",2023,"35,246,946"
,2022,"28,683,751"
Diversified funds (M€),2023,316
,2022,307
Employee savings without LTI (M€),2023,962
,2022,688
