0,1,2
,Year,% of Stellantis models
Lane Keeping Assist,2023,83%
,2022,75%
,2021,57%
Automatic Emergency Braking,2023,75%
,2022,68%
,2021,63%
Rear seats seatbelts with pretensioner or load limiter,2023,70%
,2022,69%
,2021,66%
Speed limiting device,2023,80%
,2022,75%
,2021,69%
