0,1,2
STRATEGIC KPIS,COMMITMENT,RESULTS
"Lost-time injury frequency rate [LTIR /1,000,000 hwkd]",Short-term (2024) Medium-term (2030) Long-term (2040),2021 2022 2023
,<1 <1 <1,1 1.25 0.95
