0,1,2,3,4
,Year,Employee,Temporary workers,Total
Enlarged Europe,2023,1;063,85,"1,148"
,2022,501,107,608
North America,2023,807,-,807
,2022,900,6,906
South America,2023,265,2,267
,2022,222,11,233
Middle East & Africa,2023,29,-,29
,2022,39,-,39
China and India & Asia Pacific,2023,6,5,11
,2022,20,2,22
Total,2023,"2,170",92,"2,262"
,2022,1682,126,1808
