0,1,2,3,4
,Year,Fixed-term contract,Permanent contract,Total
Enlarged Europe,2023,23,330,353
,2022,-,"13,950","13,950"
North America,2023,"2,238","11,733","14,671"
,2022,589,"7,759","8,348"
South America,2023,205,"17,898","18,103"
,2022,300,"16,908","17,208"
Middle East & Africa,2023,-,-,-
,2022,,57,57
China and India & Asia Pacific,2023,207,366,573
,2022,16,255,271
Total,2023,"3,373","30,328","33,700"
,2022,905,"38,929","39,834"
