0,1,2,3,4
,Year,Women,Men,Total
Number of apprentices at 31 December,2023,"1,708","3,205","4,913"
,2022,"1,396","2,982","4,378"
Number of interns,2023,"1,231","2,168","3,399"
,2022,810,"1,300","2,110"
Total,2023,"2,939","5,373","8,312"
,2022,"2,206","4,282","6,488"
