0,1,2
"Number of autonomous vehicles developed by the Company or through partnerships and tested internally or by other partners of the Company, for on the road testing",Distance (km driven) in autonomous mode (when available),Scenario database
,,"Around 50,000,000 detailed scenarios"
>30,>1M Km,extracted from all the driving databases
