0,1,2
VISION/AMBITION: Ensure the development of biodiversity on our sites by preserving natural habitats OWNER: Chief Manufacturing Officer,,
STRATEGIC KPIS,COMMITMENT,RESULTS
Percentage of plants that have done a RENATU evaluation and are developing biodiversity projects.,Short-term (2025) Medium-term (2030) Long-term (2050),2021 2022 2023
,60% 100% Strategic partnership for global biodiversity program.,26% 29% 31%
