0,1,2
Software & electrics and electronics,,Sales & Marketing
Engineering,,Financial Services
Program&Project Management,,Communication
Design,":unselected:
15 STELLANTIS JOB FAMILIES",Quality
,,Legal
Manufacturing,,Purchasing
Supply Chain,,Finance
"ICT, Digital & Data",:unselected: Human Resources & Transformation,
