0,1,2,3,4
,,Year,,Total
Employee,,2023,,3.25
,,2022,,3.57
,,2021,,
Temporary workers,,2023,,4.83
,,2022,,24.73
,,2021,,
Total,,2023,,3.32
,,2022,,3.79
,,2021,,"3,8"
