0,1,2
,,
DIRECT TIER 1 SUPPLIERS,NUMBER OF COUNTRIES OF OUR SUPPLY BASE,VALUE OF PURCHASES WORLDWIDE
2023,2023,2023
">2,000",>60,>104 Bn EUR
2022,2022,2022
">2,000",>60,>98 Bn EUR
2021,2021,2021
">2,000",>60,>82 Bn EUR
