0,1,2,3
Distributions,,(in millions of euros),(as a % of revenue)
CapEx + R&D7,2023,"9,125",4.8
,2022,"8,938",5.0
,2021,"10,081",6.6
Public sector8,2023,"3,793",2.0
,2022,"2,729",1.5
,2021,"1,911",1.3
Employees9,2023,"19,100",10.1
,2022,"18,200",10.1
,2021,"17,100",11.2
Shareholders10,2023,"4,208",2.2
,2022,"3,353",1.9
,2021,"3,765",2.5
