0,1,2
,SOFTWARE,
M 8,Waymo,\\ aiMotive™
STLA AutoDrive up to Level 3 2023,STLA AutoDrive up to Level 4 and 4+ 2023,Advanced AI and AD Software STLA AutoDrive 2022
amazon,Qualcomm,H FOXCONN HON HAI TECHNOLOGY GROUP
Connected Experiences STLA SmartCockpit & cloud for STLA Brain,Snapdragon® Digital ChassisTM solutions High-performance computing power **,STLA SmartCockpit 2021
2022,2022,
