0,1,2,3
(mg/km),NOx [mg/km],NMOG [mg/km],CO [mg/km]
U.S. SULEV* 20,,12,622
U.S. SULEV 30,,19,622
U.S. ULEV 50 **,,31,"1,057"
EU Euro 7 ***,60,68 ****,"1,000"
China 6b,35,35 ****,500
