0,1,2,3,4
Regions,REMAN,REPAIR,SECOND-LIFE,RECYCLE
Enlarged Europe,:selected:,"V
:selected:","V
:selected:",:selected:
North America,"1
:selected:",:unselected:,"V
:selected:",:selected:
South America,,,,:selected:
Middle East and Africa,:unselected:,"V
:selected:",:unselected:,"V
:selected:"
India and Asia Pacific,:unselected:,"V
:selected:",:unselected:,"V
:selected:"
China,,,,:selected:
