0,1,2,3
Country,Year,Ratio,
China,2023,,1.00
Egypt,2023,,5.57
France,2023,,1.04
Germany,2023,,1.44
Hungary,2023,,1.11
India **,2023,,
Italy,2023,,1.00
Japan,2023,3.13,
